Name,Date,notes,Value,Change
IXX,2015-7-10,notes,278.88,DECREASED
VVX,2015-10-6,notes,477.42,INCREASED
QFX,2015-11-7,notes,847.77,INCREASED
YLB,2015-10-14,notes,345.8,DECREASED
ORX,2015-10-12,notes,407.0,INCREASED
QBU,2015-9-8,notes,713.66,INCREASED
LDT,2015-7-12,notes,Not found,UNKNOWN
LII,2015-7-18,notes,344.7,DECREASED
XQN,2015-8-4,notes,288.28,DECREASED
TZA,2015-11-1,notes,480.51,DECREASED
QBU,2015-9-6,notes,108.34,INCREASED
JXG,2015-9-7,notes,727.64,DECREASED
OPZ,2015-10-2,notes,644.58,INCREASED
ZKG,2015-7-12,notes,...,UNKNOWN
XQN,2015-11-7,notes,267.85,DECREASED
OBR,2015-9-12,notes,756.12,INCREASED
RHS,2015-10-3,notes,540.99,INCREASED
DUO,2015-11-11,notes,95.60,DECREASED
RCC,2015-7-1,notes,311.17,NEW
DKM,2015-8-6,notes,835.28,INCREASED
EUS,2015-8-6,notes,161.86,DECREASED
HSK,2015-8-2,notes,928.59,INCREASED
DKM,2015-10-6,notes,401.31,INCREASED
KJJ,2015-8-19,notes,877.92,INCREASED
HSK,2015-10-20,notes,599.69,INCREASED
QNH,2015-10-20,notes,307.75,DECREASED
KCT,2015-11-9,notes,574.76,INCREASED
INY,2015-9-11,notes,59.44,DECREASED
RCC,2015-9-18,notes,228.28,INCREASED
IQZ,2015-8-5,notes,361.22,INCREASED
ELM,2015-9-4,notes,380.10,DECREASED
DWM,2015-8-8,notes,626.62,INCREASED
FZV,2015-7-20,notes,182.29,DECREASED
INY,2015-11-20,notes,411.2,DECREASED
JNL,2015-7-9,notes,631.79,DECREASED
BWS,2015-9-17,notes,298.19,DECREASED
RNP,2015-10-3,notes,762.9,INCREASED
IES,2015-8-11,notes,862.68,DECREASED
IXX,2015-7-2,notes,602.75,INCREASED
KXO,2015-8-8,notes,131.71,DECREASED
WHJ,2015-8-15,notes,627.23,INCREASED
DWM,2015-10-8,notes,730.53,INCREASED
TSM,2015-10-17,notes,98.59,DECREASED
XZZ,2015-9-15,notes,306.66,DECREASED
RCC,2015-7-18,notes,190.70,DECREASED
TZA,2015-11-3,notes,163.91,DECREASED
FZN,2015-7-12,notes,347.94,INCREASED
JFG,2015-9-2,notes,872.66,INCREASED
IMN,2015-11-11,notes,921.71,INCREASED
DEE,2015-7-20,notes,396.18,DECREASED
PFT,2015-8-9,notes,319.84,DECREASED
SGT,2015-7-18,notes,408.67,DECREASED
LII,2015-10-5,notes,-,UNKNOWN
XZZ,2015-10-5,notes,unknown,UNKNOWN
VVX,2015-9-13,notes,322.69,DECREASED
QLS,2015-8-1,notes,3.48,DECREASED
IES,2015-11-20,notes,3.94,DECREASED
OEI,2015-9-4,notes,790.3,DECREASED
OEI,2015-8-4,notes,61.33,DECREASED
NRA,2015-7-19,notes,Not present,UNKNOWN
SGT,2015-9-18,notes,657.26,INCREASED
GUC,2015-7-1,notes,527.48,NEW
JNL,2015-9-6,notes,139.82,DECREASED
EUS,2015-11-12,notes,569.25,INCREASED
SGT,2015-8-20,notes,434.11,DECREASED
BBL,2015-8-12,notes,66.90,DECREASED
RTN,2015-8-4,notes,114.46,DECREASED
IMN,2015-8-9,notes,492.71,INCREASED
IES,2015-8-2,notes,7.88,DECREASED
YPF,2015-9-5,notes,728.19,DECREASED
DNX,2015-11-6,notes,428.23,DECREASED
XQN,2015-7-2,notes,822.10,INCREASED
KZW,2015-10-1,notes,187.83,DECREASED
PGC,2015-8-15,notes,389.88,INCREASED
XOT,2015-9-1,notes,not there,UNKNOWN
ISF,2015-11-18,notes,930.70,INCREASED
IFM,2015-10-15,notes,385.95,INCREASED
OQB,2015-7-14,notes,775.91,INCREASED
AJZ,2015-10-15,notes,465.5,DECREASED
HSK,2015-10-12,notes,Not present,UNKNOWN
RNP,2015-8-20,notes,816.13,DECREASED
DLV,2015-8-8,notes,758.88,DECREASED
FFJ,2015-7-4,notes,59.77,DECREASED
MQZ,2015-11-3,notes,339.72,DECREASED
KJJ,2015-9-14,notes,267.16,DECREASED
PFT,2015-10-6,notes,669.41,INCREASED
FGF,2015-9-7,notes,UNKOWN,UNKNOWN
DWM,2015-10-20,notes,900.29,INCREASED
OPZ,2015-11-3,notes,743.77,INCREASED
LII,2015-7-19,notes,359.60,INCREASED
XQN,2015-10-9,notes,25.35,DECREASED
INY,2015-8-15,notes,507.31,DECREASED
ZKG,2015-7-9,notes,788.55,INCREASED
FZN,2015-7-15,notes,531.62,INCREASED
OEI,2015-7-10,notes,118.8,DECREASED
IES,2015-7-8,notes,767.86,INCREASED
RNP,2015-11-6,notes,322.35,INCREASED
SBH,2015-8-15,notes,439.97,DECREASED
FZV,2015-10-14,notes,Missing,UNKNOWN
TZA,2015-10-18,notes,538.31,DECREASED
OEI,2015-8-16,notes,739.88,INCREASED
ZKG,2015-7-18,notes,430.67,INCREASED
XKF,2015-9-17,notes,582.33,INCREASED
DLV,2015-7-8,notes,726.85,DECREASED
ULI,2015-11-20,notes,816.37,INCREASED
TFQ,2015-8-20,notes,885.27,INCREASED
JNL,2015-10-10,notes,567.65,INCREASED
OEI,2015-10-12,notes,867.94,INCREASED
DJY,2015-10-2,notes,-,UNKNOWN
DMD,2015-8-3,notes,Not applicable,UNKNOWN
ULI,2015-11-2,notes,800.25,INCREASED
JDF,2015-11-3,notes,593.96,DECREASED
DNL,2015-8-2,notes,423.71,DECREASED
RCC,2015-9-12,notes,unknown,UNKNOWN
FZN,2015-11-14,notes,580.28,DECREASED
TSM,2015-7-10,notes,666.63,INCREASED
QBU,2015-11-3,notes,306.12,DECREASED
LVR,2015-11-13,notes,985.12,INCREASED
FZS,2015-10-12,notes,635.44,INCREASED
NSJ,2015-10-3,notes,526.82,INCREASED
AJZ,2015-9-14,notes,586.52,DECREASED
OQB,2015-8-18,notes,95.51,DECREASED
JFG,2015-11-6,notes,914.14,INCREASED
ZVQ,2015-7-20,notes,911.22,INCREASED
GRH,2015-8-15,notes,448.30,INCREASED
RHS,2015-8-8,notes,899.23,INCREASED
INY,2015-11-4,notes,762.84,INCREASED
ORX,2015-9-4,notes,750.45,INCREASED
OQB,2015-7-9,notes,Lost,UNKNOWN
QNH,2015-9-16,notes,not there,UNKNOWN
BBL,2015-11-2,notes,330.2,DECREASED
AJZ,2015-7-16,notes,712.26,INCREASED
KTX,2015-8-6,notes,260.52,DECREASED
TSM,2015-8-3,notes,276.10,DECREASED
JFG,2015-11-5,notes,501.17,DECREASED
BBL,2015-7-14,notes,337.93,DECREASED
YLB,2015-7-12,notes,999.1,INCREASED
OPZ,2015-9-3,notes,877.76,INCREASED
ARA,2015-8-10,notes,595.95,INCREASED
WGX,2015-10-2,notes,461.46,INCREASED
JDF,2015-8-10,notes,-----,UNKNOWN
WGX,2015-8-3,notes,384.39,DECREASED
ELM,2015-10-1,notes,93.38,DECREASED
OPZ,2015-10-16,notes,670.49,INCREASED
TFQ,2015-7-17,notes,395.37,INCREASED
ZPZ,2015-9-7,notes,689.23,INCREASED
EUS,2015-9-1,notes,--,UNKNOWN
TZA,2015-9-9,notes,222.81,DECREASED
DLV,2015-10-16,notes,926.42,INCREASED
NIS,2015-8-6,notes,173.25,INCREASED
PUA,2015-7-5,notes,911.96,INCREASED
UBH,2015-7-20,notes,781.4,INCREASED
DMD,2015-11-11,notes,318.22,DECREASED
FZN,2015-8-12,notes,710.87,DECREASED
IQZ,2015-10-3,notes,476.38,DECREASED
BBL,2015-11-15,notes,51.89,DECREASED
DKM,2015-10-11,notes,879.43,INCREASED
HSK,2015-10-5,notes,not there,UNKNOWN
SGT,2015-9-10,notes,441.54,INCREASED
OEI,2015-11-13,notes,204.91,DECREASED
QFX,2015-11-15,notes,993.89,INCREASED
DUO,2015-9-14,notes,445.92,DECREASED
RTN,2015-9-15,notes,not there,UNKNOWN
XOT,2015-7-12,notes,777.50,INCREASED
DNX,2015-8-4,notes,786.7,DECREASED
ORX,2015-11-9,notes,845.38,INCREASED
IMN,2015-11-15,notes,168.57,DECREASED
TFQ,2015-8-13,notes,901.39,INCREASED
XQN,2015-8-14,notes,362.29,DECREASED
WYO,2015-8-15,notes,865.64,INCREASED
PFT,2015-11-5,notes,935.44,INCREASED
DLV,2015-8-11,notes,25.41,DECREASED
JFG,2015-11-1,notes,847.22,INCREASED
JXG,2015-11-15,notes,113.72,DECREASED
LII,2015-7-20,notes,515.48,INCREASED
QLS,2015-8-15,notes,60.54,DECREASED
ORX,2015-7-10,notes,Invalid,UNKNOWN
OQB,2015-7-11,notes,403.89,DECREASED
EUS,2015-11-4,notes,299.62,INCREASED
PFF,2015-11-6,notes,588.0,INCREASED
FFJ,2015-8-1,notes,521.62,INCREASED
IXX,2015-11-1,notes,416.67,DECREASED
XQN,2015-7-5,notes,851.4,DECREASED
FZN,2015-8-20,notes,927.88,INCREASED
YPF,2015-10-12,notes,345.11,INCREASED
OBR,2015-9-18,notes,402.12,DECREASED
TIO,2015-7-1,notes,944.97,NEW
WHL,2015-7-2,notes,610.27,DECREASED
WHJ,2015-9-15,notes,571.59,DECREASED
GRH,2015-9-1,notes,343.19,DECREASED
DEE,2015-8-6,notes,968.4,INCREASED
WHJ,2015-10-5,notes,unknown,UNKNOWN
GRH,2015-7-5,notes,Not present,UNKNOWN
DNX,2015-8-1,notes,Missing,UNKNOWN
FKS,2015-8-20,notes,356.15,DECREASED
PEX,2015-11-17,notes,72.1,DECREASED
KCT,2015-11-14,notes,544.55,DECREASED
DWM,2015-9-11,notes,273.94,DECREASED
FGF,2015-10-15,notes,789.66,INCREASED
ZVQ,2015-9-14,notes,225.29,DECREASED
NRA,2015-8-4,notes,Not present,UNKNOWN
JXG,2015-10-8,notes,537.69,INCREASED
ELM,2015-10-8,notes,468.72,DECREASED
DMD,2015-10-4,notes,725.43,DECREASED
BWS,2015-9-16,notes,916.13,INCREASED
XZZ,2015-8-18,notes,Not present,UNKNOWN
RTN,2015-8-15,notes,828.30,INCREASED
NRA,2015-10-10,notes,970.31,INCREASED
KCT,2015-7-13,notes,--,UNKNOWN
LVR,2015-11-1,notes,969.2,INCREASED
INY,2015-7-7,notes,462.78,INCREASED
MDH,2015-11-4,notes,201.45,DECREASED
OEI,2015-11-8,notes,690.71,INCREASED
SGT,2015-9-6,notes,650.41,INCREASED
JXG,2015-8-19,notes,726.77,INCREASED
WGX,2015-11-5,notes,190.44,DECREASED
PUA,2015-7-1,notes,974.33,NEW
WHJ,2015-11-2,notes,311.28,INCREASED
PGC,2015-10-20,notes,712.85,INCREASED
DJY,2015-8-5,notes,943.55,INCREASED
ZVQ,2015-10-2,notes,864.89,DECREASED
DLV,2015-10-12,notes,6.86,DECREASED
ARA,2015-9-15,notes,302.32,DECREASED
KTX,2015-9-15,notes,2.28,DECREASED
ZPZ,2015-7-20,notes,345.66,DECREASED
KXO,2015-8-19,notes,453.69,INCREASED
DLV,2015-7-12,notes,NA,UNKNOWN
RHS,2015-11-20,notes,373.0,DECREASED
NSJ,2015-9-2,notes,Not present,UNKNOWN
NRA,2015-9-16,notes,168.8,DECREASED
RCC,2015-7-6,notes,Not applicable,UNKNOWN
ULI,2015-11-7,notes,856.88,INCREASED
DLV,2015-8-9,notes,99.89,DECREASED
XBO,2015-7-4,notes,UNKOWN,UNKNOWN
ABU,2015-9-12,notes,127.41,DECREASED
TSM,2015-9-16,notes,762.86,INCREASED
ISF,2015-10-17,notes,304.21,DECREASED
OQB,2015-10-8,notes,--,UNKNOWN
KZW,2015-7-11,notes,735.67,INCREASED
RCC,2015-10-11,notes,322.91,INCREASED
WYO,2015-11-5,notes,979.39,INCREASED
XBO,2015-7-9,notes,45.60,INCREASED
QBU,2015-8-17,notes,761.79,INCREASED
KJJ,2015-9-13,notes,756.69,INCREASED
LII,2015-7-8,notes,839.73,INCREASED
SGT,2015-8-9,notes,285.45,DECREASED
DKM,2015-9-9,notes,...,UNKNOWN
LDT,2015-7-17,notes,298.18,DECREASED
SBH,2015-9-18,notes,392.92,INCREASED
JXG,2015-10-14,notes,904.19,INCREASED
PUA,2015-9-1,notes,Lost,UNKNOWN
WHJ,2015-10-10,notes,585.32,INCREASED
XOT,2015-9-16,notes,43.73,DECREASED
IMN,2015-11-8,notes,937.44,INCREASED
KJJ,2015-10-13,notes,851.24,INCREASED
INY,2015-11-16,notes,425.59,INCREASED
INO,2015-7-19,notes,236.88,DECREASED
KTX,2015-7-1,notes,695.64,NEW
QNH,2015-7-18,notes,953.0,INCREASED
IXX,2015-7-5,notes,N/A,UNKNOWN
FGF,2015-9-10,notes,123.74,DECREASED
PUA,2015-11-12,notes,142.47,DECREASED
OQB,2015-11-7,notes,36.29,DECREASED
TSM,2015-8-1,notes,--,UNKNOWN
KJJ,2015-11-18,notes,932.66,INCREASED
XKF,2015-11-20,notes,36.86,DECREASED
OPZ,2015-7-2,notes,402.55,INCREASED
ZKG,2015-11-20,notes,32.54,DECREASED
SIF,2015-10-9,notes,208.62,DECREASED
GRH,2015-7-10,notes,930.41,INCREASED
DMD,2015-8-16,notes,372.99,INCREASED
DWM,2015-7-1,notes,194.49,NEW
TFQ,2015-10-17,notes,--,UNKNOWN
COF,2015-9-7,notes,320.94,DECREASED
RNP,2015-7-4,notes,566.27,DECREASED
DKM,2015-7-1,notes,516.95,NEW
UBH,2015-7-4,notes,806.20,DECREASED
OBR,2015-8-5,notes,707.81,INCREASED
TZA,2015-8-3,notes,49.0,DECREASED
DKM,2015-11-4,notes,228.85,INCREASED
OBR,2015-10-15,notes,--,UNKNOWN
ZPZ,2015-8-18,notes,378.61,INCREASED
YPF,2015-7-18,notes,652.69,INCREASED
ARA,2015-10-13,notes,228.35,DECREASED
KCT,2015-8-12,notes,560.26,DECREASED
JDF,2015-11-16,notes,962.62,INCREASED
ULI,2015-11-13,notes,701.83,DECREASED
WGX,2015-10-7,notes,653.69,INCREASED
FZV,2015-9-3,notes,482.40,INCREASED
FGF,2015-11-9,notes,-----,UNKNOWN
ABU,2015-10-13,notes,907.64,INCREASED
FFJ,2015-7-11,notes,734.29,DECREASED
KJJ,2015-9-2,notes,631.75,INCREASED
RCC,2015-8-12,notes,68.90,DECREASED
FZN,2015-10-20,notes,211.52,DECREASED
YLB,2015-11-12,notes,62.7,DECREASED
EUS,2015-11-20,notes,557.38,INCREASED
JDF,2015-11-5,notes,970.72,INCREASED
SIF,2015-8-16,notes,181.57,DECREASED
XQN,2015-10-3,notes,324.53,DECREASED
OBR,2015-10-5,notes,491.56,DECREASED
NIS,2015-7-20,notes,897.40,INCREASED
FFJ,2015-9-14,notes,Lost,UNKNOWN
PUA,2015-10-6,notes,--,UNKNOWN
SBH,2015-7-2,notes,500.32,INCREASED
LII,2015-9-7,notes,417.97,INCREASED
WHJ,2015-11-13,notes,213.15,DECREASED
QLS,2015-11-17,notes,356.82,DECREASED
IUQ,2015-11-1,notes,447.67,INCREASED
WHJ,2015-10-1,notes,311.81,DECREASED
OPZ,2015-11-16,notes,719.30,INCREASED
PGC,2015-10-18,notes,408.39,DECREASED
EUS,2015-7-16,notes,231.25,DECREASED
DKM,2015-10-5,notes,380.19,DECREASED
IES,2015-11-7,notes,526.49,INCREASED
GUC,2015-7-12,notes,245.48,DECREASED
LII,2015-9-1,notes,847.44,INCREASED
INO,2015-8-20,notes,870.97,INCREASED
ZVQ,2015-9-1,notes,unknown,UNKNOWN
LDT,2015-9-16,notes,-,UNKNOWN
JFG,2015-11-19,notes,68.2,DECREASED
INO,2015-10-14,notes,19.46,DECREASED
RHS,2015-9-7,notes,-,UNKNOWN
XZZ,2015-11-8,notes,766.29,INCREASED
FKS,2015-7-10,notes,148.62,INCREASED
DNL,2015-8-3,notes,463.6,INCREASED
RHS,2015-10-17,notes,534.95,INCREASED
KCT,2015-7-4,notes,528.0,INCREASED
VFK,2015-11-4,notes,207.13,DECREASED
XOT,2015-8-2,notes,405.99,DECREASED
DKM,2015-9-20,notes,592.69,DECREASED
JNL,2015-7-1,notes,521.2,NEW
FZN,2015-9-17,notes,466.89,DECREASED
RNP,2015-8-5,notes,461.1,INCREASED
LTH,2015-9-13,notes,978.42,INCREASED
RTN,2015-9-4,notes,998.34,INCREASED
XQN,2015-7-6,notes,519.93,DECREASED
JFG,2015-10-6,notes,863.53,DECREASED
PUA,2015-10-11,notes,577.83,INCREASED
QFX,2015-9-11,notes,895.53,INCREASED
LDT,2015-11-11,notes,403.98,DECREASED
QFX,2015-9-5,notes,551.99,DECREASED
ZKG,2015-7-8,notes,57.3,DECREASED
QLS,2015-10-18,notes,620.96,DECREASED
DUO,2015-8-20,notes,95.36,DECREASED
AJZ,2015-11-19,notes,142.84,DECREASED
DLV,2015-10-13,notes,667.17,INCREASED
LII,2015-9-19,notes,791.30,INCREASED
COF,2015-9-18,notes,694.35,DECREASED
YRW,2015-11-19,notes,83.80,DECREASED
OPZ,2015-7-3,notes,234.52,DECREASED
DNL,2015-10-6,notes,102.20,DECREASED
NIS,2015-11-20,notes,290.33,DECREASED
XOT,2015-8-5,notes,577.69,DECREASED
LVR,2015-9-17,notes,2.33,DECREASED
XOT,2015-9-12,notes,776.23,DECREASED
TFQ,2015-11-14,notes,360.65,INCREASED
LLV,2015-7-3,notes,934.37,INCREASED
ZGV,2015-10-3,notes,101.32,DECREASED
WHL,2015-7-20,notes,Not found,UNKNOWN
OBR,2015-8-16,notes,873.53,INCREASED
HSK,2015-8-10,notes,291.11,DECREASED
IES,2015-10-3,notes,110.69,DECREASED
TFQ,2015-7-3,notes,794.99,INCREASED
LDT,2015-11-6,notes,259.9,INCREASED
FFJ,2015-9-11,notes,645.65,INCREASED
KCT,2015-7-8,notes,659.71,DECREASED
VFK,2015-8-14,notes,459.64,DECREASED
XBO,2015-10-18,notes,470.90,INCREASED
BWS,2015-10-20,notes,913.15,INCREASED
PEX,2015-10-14,notes,not there,UNKNOWN
RTN,2015-7-3,notes,141.31,DECREASED
ORX,2015-7-7,notes,229.26,DECREASED
DUO,2015-11-14,notes,742.10,INCREASED
IQZ,2015-8-14,notes,not there,UNKNOWN
KTX,2015-7-15,notes,517.22,INCREASED
LDT,2015-7-14,notes,812.44,INCREASED
OQB,2015-8-19,notes,393.43,INCREASED
LDT,2015-9-8,notes,173.16,DECREASED
IUQ,2015-9-15,notes,614.75,DECREASED
TIO,2015-7-16,notes,611.93,DECREASED
YPF,2015-10-3,notes,481.29,DECREASED
MDH,2015-8-16,notes,55.19,DECREASED
NRA,2015-8-20,notes,992.35,INCREASED
PEX,2015-7-19,notes,394.25,INCREASED
LLV,2015-9-7,notes,894.25,INCREASED
NIS,2015-9-13,notes,72.58,DECREASED
GRH,2015-10-5,notes,643.31,INCREASED
PEX,2015-9-18,notes,Invalid,UNKNOWN
WHL,2015-8-20,notes,633.28,INCREASED
NIS,2015-11-2,notes,226.16,INCREASED
KJJ,2015-7-2,notes,315.92,INCREASED
TFQ,2015-10-9,notes,324.30,INCREASED
IXX,2015-10-17,notes,72.34,DECREASED
PFF,2015-10-1,notes,909.86,INCREASED
XZZ,2015-7-3,notes,221.59,DECREASED
DNL,2015-8-9,notes,415.62,DECREASED
RHS,2015-10-9,notes,959.59,INCREASED
TIO,2015-10-4,notes,916.90,INCREASED
FZV,2015-7-3,notes,857.47,INCREASED
KTX,2015-7-6,notes,205.60,DECREASED
LTH,2015-8-11,notes,-,UNKNOWN
QBU,2015-11-1,notes,699.96,DECREASED
TIO,2015-11-10,notes,748.4,DECREASED
RHS,2015-7-10,notes,--------,UNKNOWN
EUS,2015-8-8,notes,249.44,INCREASED
KXO,2015-11-2,notes,-----,UNKNOWN
PUA,2015-11-1,notes,915.4,INCREASED
FZV,2015-7-5,notes,...,UNKNOWN
LTH,2015-7-10,notes,331.4,DECREASED
FZV,2015-7-16,notes,Lost,UNKNOWN
LDT,2015-10-2,notes,80.71,INCREASED
SBH,2015-8-17,notes,65.20,DECREASED
LTH,2015-10-4,notes,773.47,INCREASED
OBR,2015-7-16,notes,799.73,INCREASED
PEX,2015-10-13,notes,389.71,DECREASED
FKS,2015-7-6,notes,892.73,INCREASED
JDF,2015-8-11,notes,860.85,DECREASED
INO,2015-9-7,notes,809.66,INCREASED
IMN,2015-7-4,notes,81.16,DECREASED
YPF,2015-10-13,notes,7.55,DECREASED
UBH,2015-7-7,notes,292.16,DECREASED
COF,2015-9-3,notes,147.2,DECREASED
HSK,2015-11-18,notes,903.23,DECREASED
INO,2015-9-11,notes,79.15,DECREASED
NIS,2015-7-10,notes,558.56,INCREASED
TIO,2015-9-19,notes,unknown,UNKNOWN
DNL,2015-7-10,notes,64.79,DECREASED
EUS,2015-9-19,notes,425.80,DECREASED
RNP,2015-9-18,notes,648.44,INCREASED
DJY,2015-7-13,notes,Not found,UNKNOWN
MDH,2015-11-11,notes,425.8,DECREASED
QBU,2015-8-6,notes,741.30,INCREASED
PGC,2015-7-4,notes,815.11,DECREASED
GRH,2015-10-4,notes,234.50,DECREASED
IFM,2015-9-16,notes,586.90,INCREASED
ORX,2015-11-8,notes,406.17,DECREASED
JFG,2015-8-1,notes,63.66,DECREASED
PGC,2015-9-9,notes,UNKOWN,UNKNOWN
DEE,2015-8-8,notes,221.89,INCREASED
BBL,2015-8-3,notes,Not applicable,UNKNOWN
PFT,2015-8-16,notes,-----,UNKNOWN
ELM,2015-11-2,notes,896.68,INCREASED
HSK,2015-9-5,notes,704.50,DECREASED
FZV,2015-10-11,notes,169.17,DECREASED
DNX,2015-9-10,notes,136.82,DECREASED
LVR,2015-8-9,notes,44.75,DECREASED
ISF,2015-7-1,notes,859.80,NEW
XZZ,2015-7-2,notes,593.40,INCREASED
IMN,2015-11-3,notes,66.96,DECREASED
JNL,2015-8-7,notes,201.14,DECREASED
PGC,2015-8-12,notes,986.84,INCREASED
ULI,2015-9-13,notes,267.55,INCREASED
ISF,2015-9-1,notes,271.80,DECREASED
FFJ,2015-11-13,notes,50.82,DECREASED
GRH,2015-11-9,notes,808.39,INCREASED
OEI,2015-11-2,notes,59.0,DECREASED
IFM,2015-9-19,notes,990.91,INCREASED
NSJ,2015-8-17,notes,111.57,DECREASED
UBH,2015-8-1,notes,947.22,INCREASED
WHJ,2015-11-15,notes,299.75,DECREASED
DJY,2015-11-15,notes,586.71,INCREASED
IMN,2015-10-13,notes,...,UNKNOWN
ZGV,2015-9-9,notes,91.75,DECREASED
XOT,2015-10-15,notes,941.31,INCREASED
GUC,2015-9-9,notes,unknown,UNKNOWN
DEE,2015-8-14,notes,237.82,DECREASED
HSK,2015-7-20,notes,674.64,INCREASED
UBH,2015-8-10,notes,432.1,INCREASED
FZV,2015-8-6,notes,950.46,INCREASED
BBL,2015-9-10,notes,743.65,INCREASED
HSK,2015-9-15,notes,961.18,INCREASED
PFF,2015-8-9,notes,51.80,DECREASED
ETP,2015-7-8,notes,277.21,DECREASED
MDH,2015-11-3,notes,885.10,INCREASED
IFM,2015-8-16,notes,625.48,INCREASED
WHJ,2015-8-18,notes,Not found,UNKNOWN
JDF,2015-10-15,notes,406.7,INCREASED
OEI,2015-8-2,notes,277.87,INCREASED
INO,2015-7-11,notes,893.86,INCREASED
GUC,2015-11-1,notes,922.89,INCREASED
XZZ,2015-11-13,notes,842.97,INCREASED
ZGV,2015-8-18,notes,871.66,INCREASED
DEE,2015-11-16,notes,163.89,DECREASED
TSM,2015-10-3,notes,816.28,INCREASED
QNH,2015-11-17,notes,433.93,DECREASED
YPF,2015-10-11,notes,265.44,DECREASED
FZN,2015-11-13,notes,751.67,DECREASED
RCC,2015-8-5,notes,898.15,INCREASED
BWS,2015-10-7,notes,-----,UNKNOWN
OPZ,2015-7-14,notes,941.8,INCREASED
VVX,2015-10-7,notes,661.35,INCREASED
HSK,2015-11-19,notes,874.26,DECREASED
NIS,2015-9-15,notes,402.42,DECREASED
WHJ,2015-8-17,notes,354.14,DECREASED
BWS,2015-10-12,notes,451.89,DECREASED
PFF,2015-8-18,notes,129.90,DECREASED
DMD,2015-10-20,notes,Lost,UNKNOWN
IMN,2015-8-1,notes,371.43,INCREASED
LVR,2015-7-7,notes,51.18,DECREASED
OQB,2015-10-2,notes,409.55,INCREASED
IMN,2015-9-3,notes,378.84,INCREASED
ZKG,2015-8-4,notes,564.66,DECREASED
FZV,2015-7-14,notes,709.22,DECREASED
PFF,2015-11-12,notes,406.8,INCREASED
JXG,2015-7-2,notes,Lost,UNKNOWN
QFX,2015-7-6,notes,210.1,DECREASED
YRW,2015-7-14,notes,439.60,DECREASED
DNX,2015-9-9,notes,252.11,DECREASED
IES,2015-9-14,notes,475.23,INCREASED
DKM,2015-9-17,notes,997.81,INCREASED
QNH,2015-7-20,notes,835.37,INCREASED
QLS,2015-9-15,notes,626.57,DECREASED
ISF,2015-7-18,notes,214.20,INCREASED
ORX,2015-8-1,notes,--------,UNKNOWN
KTX,2015-10-10,notes,429.37,INCREASED
LTH,2015-11-20,notes,428.4,DECREASED
KZW,2015-7-3,notes,635.80,INCREASED
JDF,2015-9-5,notes,956.43,INCREASED
VFK,2015-8-17,notes,--,UNKNOWN
XQN,2015-9-1,notes,929.89,INCREASED
ZGV,2015-10-2,notes,915.35,INCREASED
JXG,2015-7-10,notes,462.68,INCREASED
TSM,2015-8-13,notes,978.11,INCREASED
KJJ,2015-10-4,notes,Not applicable,UNKNOWN
SBH,2015-10-6,notes,277.72,DECREASED
RTN,2015-7-19,notes,600.99,DECREASED
YLB,2015-10-10,notes,147.44,INCREASED
RHS,2015-8-20,notes,306.58,DECREASED
YRW,2015-8-9,notes,87.65,DECREASED
ZGV,2015-8-8,notes,197.27,DECREASED
KJJ,2015-8-2,notes,332.63,INCREASED
QNH,2015-11-14,notes,859.40,INCREASED
TSM,2015-7-11,notes,960.10,INCREASED
INO,2015-10-20,notes,998.36,INCREASED
IUQ,2015-7-4,notes,199.8,INCREASED
LII,2015-11-3,notes,452.78,DECREASED
MQZ,2015-11-5,notes,139.85,DECREASED
LDT,2015-8-11,notes,977.92,INCREASED
UBH,2015-8-19,notes,534.70,DECREASED
IXX,2015-7-13,notes,974.46,INCREASED
UBH,2015-9-10,notes,--------,UNKNOWN
VFK,2015-9-19,notes,191.36,DECREASED
VVX,2015-8-1,notes,386.47,DECREASED
MDH,2015-7-5,notes,308.17,DECREASED
KCT,2015-9-13,notes,Lost,UNKNOWN
FZN,2015-11-8,notes,624.99,DECREASED
OEI,2015-7-4,notes,749.6,DECREASED
JXG,2015-10-12,notes,237.91,DECREASED
IES,2015-7-18,notes,536.17,INCREASED
FZV,2015-8-12,notes,34.56,INCREASED
GUC,2015-7-10,notes,666.37,INCREASED
DNX,2015-8-12,notes,896.90,INCREASED
KXO,2015-10-16,notes,245.63,DECREASED
FZN,2015-9-10,notes,288.67,DECREASED
XOT,2015-10-2,notes,707.42,DECREASED
FZN,2015-9-1,notes,44.97,DECREASED
SBH,2015-10-4,notes,958.78,INCREASED
DUO,2015-7-5,notes,272.53,DECREASED
PUA,2015-7-6,notes,591.81,DECREASED
IES,2015-9-13,notes,199.16,INCREASED
YPF,2015-8-2,notes,--,UNKNOWN
OBR,2015-9-4,notes,883.33,INCREASED
IES,2015-11-9,notes,525.10,DECREASED
COF,2015-7-1,notes,410.21,NEW
XKF,2015-9-5,notes,871.34,INCREASED
XBO,2015-11-9,notes,454.12,INCREASED
KZW,2015-7-2,notes,506.35,INCREASED
LDT,2015-11-4,notes,231.99,INCREASED
RHS,2015-10-6,notes,439.5,INCREASED
IQZ,2015-9-11,notes,75.52,INCREASED
JNL,2015-8-14,notes,973.18,INCREASED
ETP,2015-7-14,notes,293.70,INCREASED
IXX,2015-8-19,notes,58.17,DECREASED
RNP,2015-10-14,notes,513.20,INCREASED
MDH,2015-8-4,notes,494.91,DECREASED
FZV,2015-9-14,notes,636.90,DECREASED
